id,english,iast,devanagari,type,chapter,doshas,dhatus,clinical_significance
ITA-5.59.11,,kiṭibhaḥ,किटिभः,DISEASE,5,,,medium
ITA-5.59.12,,vipādikā,विपादिका,DISEASE,5,,,medium
ITA-5.59.13,,alasakakuṣṭhaḥ/,अलसककुष्ठः/,DISEASE,5,,,medium
ITA-5.59.14,,dadru-kuṣṭhaḥ,दद्रु-कुष्ठः,DISEASE,5,,,medium
ITA-5.59.15,,carmadala-kuṣṭhaḥ,चर्मदल-कुष्ठः,DISEASE,5,,,medium
ITA-5.59.16,,pāmā (kacchū),पामा (कच्छू),DISEASE,5,,,medium
ITA-5.59.17,,visphoṭakakuṣṭhaḥ,विस्फोटककुष्ठः,DISEASE,5,,,medium
ITA-5.59.18,,śatārukuṣṭhaḥ,शतारुकुष्ठः,DISEASE,5,,,medium
ITA-5.59.19,,vicarcikā,विचर्चिका,DISEASE,5,,,medium
ITA-5.59.20,,tvaggatakuṣṭhaḥ,त्वग्गतकुष्ठः,DISEASE,5,,,medium
ITA-5.59.21,,śvitraḥ,श्वित्रः,DISEASE,5,,,medium
ITA-5.59.22,,śītapittam,शीतपित्तम,DISEASE,5,vata|pitta|kapha,,high
ITA-5.59.23,,udardaḥ,उदर्दः,DISEASE,5,,,medium
ITA-5.59.24,,koṭhaḥ,कोठः,DISEASE,5,,,medium
ITA-5.59.25,,carmakīlaḥ,चर्मकीलः,DISEASE,5,,,medium
ITA-5.60.1,Dermatological,visarpaḥ,विसर्पः,DISEASE,5,,,medium
ITA-5.60.2,"Erysipelas, spreading",vātajavisarpaḥ,वातजविसर्पः,DISEASE,5,vata,,high
ITA-5.60.3,"Erysipelas, spreading",pittajavisarpaḥ,पित्तजविसर्पः,DISEASE,5,pitta,,high
ITA-5.60.4,"Erysipelas, spreading",kaphajavisarpaḥ,कफजविसर्पः,DISEASE,5,kapha,,high
ITA-5.60.5,"Erysipelas, spreading",sannipātajavisarpaḥ,सन्निपातजविसर्पः,DISEASE,5,,,medium
ITA-5.60.6,"Erysipelas, spreading",agnivisarpaḥ/,अग्निविसर्पः/,DISEASE,5,,,medium
ITA-5.60.7,"Erysipelas, spreading",granthivisarpaḥ/,ग्रन्थिविसर्पः/,DISEASE,5,,,medium
ITA-5.60.8,"Erysipelas, spreading",kardamavisarpaḥ/,कर्दमविसर्पः/,DISEASE,5,,,medium
ITA-5.60.9,"Erysipelas, spreading",kṣatajavisarpaḥ,क्षतजविसर्पः,DISEASE,5,,,medium
ITA-5.61.1,Skin disorder with,visphoṭakaḥ,विस्फोटकः,DISEASE,5,,,medium
ITA-5.61.2,Bullous eruptions due,vātajavisphoṭakaḥ,वातजविस्फोटकः,DISEASE,5,vata,,high
ITA-5.61.3,Bullous eruptions due,pittajavisphoṭakaḥ,पित्तजविस्फोटकः,DISEASE,5,pitta,,high
ITA-5.61.4,Bullous eruptions due,kaphajavisphoṭakaḥ,कफजविस्फोटकः,DISEASE,5,kapha,,high
ITA-5.61.5,Bullous eruptions due,dvandvajavisphoṭakaḥ,द्वन्द्वजविस्फोटकः,DISEASE,5,,,medium
ITA-5.61.6,Bullous eruptions due,sannipātajavisphoṭakaḥ,सन्निपातजविस्फोटकः,DISEASE,5,,,medium
ITA-5.61.7,Bullous eruptions due,raktajavisphoṭakaḥ,रक्तजविस्फोटकः,DISEASE,5,,rakta,medium
ITA-5.61.8,Lentil-shaped,masūrikā,मसूरिका,DISEASE,5,,,medium
ITA-5.61.9,Prodromal symptoms,masūrikāpūrvarūpam,मसूरिकापूर्वरूपम,DISEASE,5,,,medium
ITA-5.61.10,,vātajamasūrikā,वातजमसूरिका,DISEASE,5,vata,,high
ITA-5.61.11,,pittajamasūrikā,पित्तजमसूरिका,DISEASE,5,pitta,,high
ITA-5.61.12,,kaphajamasūrikā,कफजमसूरिका,DISEASE,5,kapha,,high
ITA-5.61.13,,tridoṣajamasūrikā,त्रिदोषजमसूरिका,DISEASE,5,,,medium
ITA-5.61.14,,raktajamasūrikā,रक्तजमसूरिका,DISEASE,5,,rakta,medium
ITA-5.61.15,,tvakgatamasūrikā/,त्वक्गतमसूरिका/,DISEASE,5,,,medium
ITA-5.61.16,,raktagatamasūrikā,रक्तगतमसूरिका,DISEASE,5,,rakta,medium
ITA-5.61.17,,māṃsagatamasūrikā,मांसगतमसूरिका,DISEASE,5,,mamsa,medium
ITA-5.61.18,,medogatamasūrikā,मेदोगतमसूरिका,DISEASE,5,,,medium
ITA-5.61.19,,asthigatamasūrikā,अस्थिगतमसूरिका,DISEASE,5,,asthi,medium
ITA-5.61.20,,majjāgatamasūrikā,मज्जागतमसूरिका,DISEASE,5,,majja,medium
ITA-5.61.21,Lentil-shaped pox,śukragatamasūrikā,शुक्रगतमसूरिका,DISEASE,5,,shukra,medium
ITA-5.62.1,Group of disorders in,kṣudrarogaḥ,क्षुद्ररोगः,DISEASE,5,,,medium
ITA-5.62.2,Papules in children,ajagallikā,अजगल्लिका,DISEASE,5,,,medium
ITA-5.62.3,Skin lesions,yavaprakhyā,यवप्रख्या,DISEASE,5,,,medium
ITA-5.62.4,Raised papule,āntrālajī,आन्त्रालजी,DISEASE,5,,,medium
ITA-5.62.5,Papules resembling,vivṛtā,विवृता,DISEASE,5,,,medium
ITA-5.62.6,Skin lesions resembling,kacchapikā,कच्छपिका,DISEASE,5,,,medium
ITA-5.62.7,Anthill-like growth on,valmīkaḥ,वल्मीकः,DISEASE,5,,,medium
ITA-5.62.8,Skin lesions with,indraviddhā,इन्द्रविद्धा,DISEASE,5,,,medium
ITA-5.62.9,Circular blood,gardabhikā,गर्दभिका,DISEASE,5,,rakta,medium
ITA-5.62.10,,pāṣāṇagardabhaḥ,पाषाणगर्दभः,DISEASE,5,,,medium
ITA-5.62.11,,panasikā,पनसिका,DISEASE,5,,,medium
ITA-5.62.12,,jālagardabhaḥ,जालगर्दभः,DISEASE,5,,,medium
ITA-5.62.13,,irivellikā,इरिवेल्लिका,DISEASE,5,,,medium
ITA-5.62.14,,kakṣāḥ,कक्षाः,DISEASE,5,,,medium
ITA-5.62.15,,gandhanāmā/,गन्धनामा/,DISEASE,5,,,medium
ITA-5.62.16,,agnirohiṇī,अग्निरोहिणी,DISEASE,5,,,medium
ITA-5.62.17,,cipyam/,चिप्यम/,DISEASE,5,,,medium
ITA-5.62.18,,kunakhaḥ,कुनखः,DISEASE,5,,,medium
ITA-5.62.19,,anuśayī,अनुशयी,DISEASE,5,,,medium
ITA-5.62.20,,vidārikā,विदारिका,DISEASE,5,,,medium
ITA-5.62.21,,śarkarārbudaḥ,शर्करार्बुदः,DISEASE,5,,,medium
ITA-5.62.22,,pādadārī,पाददारी,DISEASE,5,,,medium
ITA-5.62.23,,kadaraḥ,कदरः,DISEASE,5,,,medium
ITA-5.62.24,,alasaḥ,अलसः,DISEASE,5,,,medium
ITA-5.62.25,,indraluptaḥ/ rūhyā,इन्द्रलुप्तः/ रूह्या,DISEASE,5,,,medium
ITA-5.62.26,,dāruṇakaḥ,दारुणकः,DISEASE,5,,,medium
ITA-5.62.27,,arūṃṣikā,अरूंषिका,DISEASE,5,,,medium
ITA-5.62.28,,palitaḥ,पलितः,DISEASE,5,,,medium
ITA-5.62.29,,yuvānapiḍakā,युवानपिडका,DISEASE,5,,,medium
ITA-5.62.30,,padminīkaṇṭakaḥ,पद्मिनीकण्टकः,DISEASE,5,,,medium
ITA-5.62.31,,jatumaṇiḥ,जतुमणिः,DISEASE,5,,,medium
ITA-5.62.32,,maṣakaḥ,मषकः,DISEASE,5,,,medium
ITA-5.62.33,,tilakālakaḥ,तिलकालकः,DISEASE,5,,,medium
ITA-5.62.34,,nyacchaḥ,ञच्छः,DISEASE,5,,,medium
ITA-5.62.35,,nīlikā,नीलिका,DISEASE,5,,,medium
ITA-5.62.36,,parivartikā,परिवर्तिका,DISEASE,5,,,medium
ITA-5.62.37,,avapīḍakaḥ,अवपीडकः,DISEASE,5,,,medium
ITA-5.62.38,,sanniruddhagudaḥ,सन्निरुद्धगुदः,DISEASE,5,,,medium
ITA-5.62.39,,ahipūtanakaḥ,अहिपूतनकः,DISEASE,5,,,medium
ITA-5.62.40,,vṛṣaṇakacchūḥ,वृषणकच्छूः,DISEASE,5,,,medium
ITA-5.62.41,,gudabhraṃśaḥ,गुदभ्रंशः,DISEASE,5,,,medium
ITA-5.62.42,,varāhadaṃṣṭrakaḥ,वराहदंष्ट्रकः,DISEASE,5,,,medium
ITA-5.63.1,Disorders of,mukharogaḥ,मुखरोगः,DISEASE,5,,,medium
ITA-5.63.2,Disorders of lips,oṣṭharogaḥ,ओष्ठरोगः,DISEASE,5,,,medium
ITA-5.63.3,Disorders of lip due,vātaja-oṣṭhaprakopaḥ,वातज-ओष्ठप्रकोपः,DISEASE,5,vata,,high
ITA-5.63.4,Disorders of lip due,pittaja-oṣṭhaprakopaḥ,पित्तज-ओष्ठप्रकोपः,DISEASE,5,pitta,,high
ITA-5.63.5,Disorders of lip due,kaphaja-oṣṭhaprakopaḥ,कफज-ओष्ठप्रकोपः,DISEASE,5,kapha,,high
ITA-5.63.6,Disorders of lip due,sannipātaja-,सन्निपातज-,DISEASE,5,,,medium
ITA-5.63.7,Disorders of lip due,raktaja-oṣṭhaprakopaḥ,रक्तज-ओष्ठप्रकोपः,DISEASE,5,,rakta,medium
ITA-5.63.8,Disorders of lip due,māṃsaja-oṣṭhaprakopaḥ,मांसज-ओष्ठप्रकोपः,DISEASE,5,,mamsa,medium
ITA-5.63.9,Disorders of lip due,medoja-oṣṭhaprakopaḥ,मेदोज-ओष्ठप्रकोपः,DISEASE,5,,,medium
ITA-5.63.10,,abhighātaja-,अभिघातज-,DISEASE,5,,,medium
ITA-5.63.11,,śītādaḥ,शीतादः,DISEASE,5,,,medium
ITA-5.63.12,,dantapuppuṭaḥ,दन्तपुप्पुटः,DISEASE,5,,,medium
ITA-5.63.13,,dantaveṣṭakaḥ,दन्तवेष्टकः,DISEASE,5,,,medium
ITA-5.63.14,,śauṣiraḥ,शौषिरः,DISEASE,5,,,medium
ITA-5.63.15,,mahāśauṣiraḥ,महाशौषिरः,DISEASE,5,,,medium
ITA-5.63.16,,paridaraḥ,परिदरः,DISEASE,5,,,medium
ITA-5.63.17,,upakuśaḥ,उपकुशः,DISEASE,5,,,medium
ITA-5.63.18,,dantavaidarbhaḥ,दन्तवैदर्भः,DISEASE,5,,,medium
ITA-5.63.19,,vardhanaḥ/ khaliḥ,वर्धनः/ खलिः,DISEASE,5,,,medium
ITA-5.63.20,,adhimāṃsaḥ,अधिमांसः,DISEASE,5,,mamsa,medium
ITA-5.63.21,,karālaḥ,करालः,DISEASE,5,,,medium
ITA-5.63.22,,dantanāḍī,दन्तनाडी,DISEASE,5,,,medium
ITA-5.63.23,Alveolar sinus due to,vātajadantanāḍī,वातजदन्तनाडी,DISEASE,5,vata,,high
ITA-5.63.24,Alveolar sinus due,pittajadantanāḍī,पित्तजदन्तनाडी,DISEASE,5,pitta,,high
ITA-5.63.25,Alveolar sinus due to,kaphajadantanāḍī,कफजदन्तनाडी,DISEASE,5,kapha,,high
ITA-5.63.26,Alveolar sinus due to,sānnipātika-dantanāḍī,सान्निपातिक-दन्तनाडी,DISEASE,5,,,medium
ITA-5.63.27,Cracked tooth with,dālanaḥ,दालनः,DISEASE,5,,,medium
ITA-5.63.28,Dental caries,kṛmidantakaḥ,कृमिदन्तकः,DISEASE,5,,,medium
ITA-5.63.29,,dantaharṣaḥ,दन्तहर्षः,DISEASE,5,,,medium
ITA-5.63.30,,dantaśarkarā,दन्तशर्करा,DISEASE,5,,,medium
ITA-5.63.31,,kapālikā,कपालिका,DISEASE,5,,,medium
ITA-5.63.32,,śyāvadantakaḥ,श्यावदन्तकः,DISEASE,5,,,medium
ITA-5.63.33,,dantavidradhiḥ,दन्तविद्रधिः,DISEASE,5,,,medium
ITA-5.63.34,,alāsaḥ,अलासः,DISEASE,5,,,medium
ITA-5.63.35,,upajihvikā,उपजिह्विका,DISEASE,5,,,medium
ITA-5.63.36,,adhijihvā,अधिजिह्वा,DISEASE,5,,,medium
ITA-5.63.37,,tālugatarogaḥ,तालुगतरोगः,DISEASE,5,,,medium
ITA-5.63.38,,galaśuṇḍikā,गलशुण्डिका,DISEASE,5,,,medium
ITA-5.63.39,,galagrahaḥ,गलग्रहः,DISEASE,5,,,medium
ITA-5.63.40,,tuṇḍikerī;,तुण्डिकेरी;,DISEASE,5,,,medium
ITA-5.63.41,,adhruṣaḥ,अध्रुषः,DISEASE,5,,,medium
ITA-5.63.42,,kacchapaḥ (kacchapī),कच्छपः (कच्छपी),DISEASE,5,,,medium
ITA-5.63.43,,tālu-arbudaḥ,तालु-अर्बुदः,DISEASE,5,,,medium
ITA-5.63.44,,māṃsasaṅghātaḥ/,मांससंघातः/,DISEASE,5,,mamsa,medium
ITA-5.63.45,,tālupuppuṭaḥ,तालुपुप्पुटः,DISEASE,5,,,medium
ITA-5.63.46,,tāluśoṣaḥ,तालुशोषः,DISEASE,5,,,medium
ITA-5.63.47,,tālupākaḥ/ tāluśothaḥ,तालुपाकः/ तालुशोथः,DISEASE,5,,,medium
ITA-5.63.48,,tālupiḍakā,तालुपिडका,DISEASE,5,,,medium
ITA-5.63.49,,tāluvidradhiḥ,तालुविद्रधिः,DISEASE,5,,,medium
ITA-5.63.50,,kaṇṭhagatarogaḥ,कण्ठगतरोगः,DISEASE,5,,,medium
ITA-5.63.51,,rohiṇī,रोहिणी,DISEASE,5,,,medium
ITA-5.63.52,,vātajarohiṇī,वातजरोहिणी,DISEASE,5,vata,,medium
ITA-5.63.53,,pittajarohiṇī,पित्तजरोहिणी,DISEASE,5,pitta,,high
ITA-5.63.54,,kaphajarohiṇī,कफजरोहिणी,DISEASE,5,kapha,,medium
ITA-5.63.55,,sannipātajarohiṇī,सन्निपातजरोहिणी,DISEASE,5,,,medium
ITA-5.63.56,,raktajarohiṇī,रक्तजरोहिणी,DISEASE,5,,rakta,medium
ITA-5.63.57,,medajarohiṇī,मेदजरोहिणी,DISEASE,5,,meda,medium
ITA-5.63.58,,kaṇṭhaśālūkaḥ,कण्ठशालूकः,DISEASE,5,,,medium
ITA-5.63.59,,valayaḥ,वलयः,DISEASE,5,,,medium
ITA-5.63.60,,balāsaḥ,बलासः,DISEASE,5,,,medium
ITA-5.63.61,,ekavṛndaḥ,एकवृन्दः,DISEASE,5,,,medium
ITA-5.63.62,,vṛndaḥ,वृन्दः,DISEASE,5,,,medium
ITA-5.63.63,,śataghnī,शतघ्नी,DISEASE,5,,,medium
ITA-5.63.64,,gilāyuḥ,गिलायुः,DISEASE,5,,,medium
ITA-5.63.65,,galavidradhiḥ,गलविद्रधिः,DISEASE,5,,,medium
ITA-5.63.66,,galaughaḥ,गलौघः,DISEASE,5,,,medium
ITA-5.63.67,,svaraghnam,स्वरघ्नम,DISEASE,5,,,medium
ITA-5.63.68,,māṃsatānaḥ,मांसतानः,DISEASE,5,,mamsa,medium
ITA-5.63.69,,vidārī,विदारी,DISEASE,5,,,medium
ITA-5.63.70,,sarvasaramukharogaḥ,सर्वसरमुखरोगः,DISEASE,5,pitta,,high
ITA-5.64.1,Disorders of ear,karṇarogaḥ,कर्णरोगः,DISEASE,5,,,medium
ITA-5.64.2,Ear pain; otalgia,karṇaśūlaḥ,कर्णशूलः,DISEASE,5,,,medium
ITA-5.64.3,Abnormal perception,karṇa-nādaḥ,कर्ण-नादः,DISEASE,5,,,medium
ITA-5.64.4,Deafness,bādhiryam,बाधिर्यम,DISEASE,5,,,medium
ITA-5.64.5,Abnormal perception,karṇa-kṣveḍaḥ,कर्ण-क्ष्वेडः,DISEASE,5,,,medium
ITA-5.64.6,Otorrhoea,karṇa-srāvaḥ,कर्ण-स्रावः,DISEASE,5,,,medium
ITA-5.64.7,Auricular pruritis,karṇa-kaṇḍūḥ,कर्ण-कण्डूः,DISEASE,5,,,medium
ITA-5.64.8,Impacted wax,karṇa-gūthakaḥ,कर्ण-गूथकः,DISEASE,5,,,medium
ITA-5.64.9,Tympanic perforation,karṇa-pratināhaḥ,कर्ण-प्रतिनाहः,DISEASE,5,,,medium
ITA-5.64.10,,kṛmikarṇakaḥ,कृमिकर्णकः,DISEASE,5,,,medium
ITA-5.64.11,,karṇa-vidradhiḥ,कर्ण-विद्रधिः,DISEASE,5,,,medium
ITA-5.64.12,,karṇa-pākaḥ,कर्ण-पाकः,DISEASE,5,,,medium
ITA-5.64.13,,pūtikarṇaḥ,पूतिकर्णः,DISEASE,5,,,medium
ITA-5.64.14,,karṇa-śophaḥ/,कर्ण-शोफः/,DISEASE,5,,,medium
ITA-5.64.15,,karṇa-arbudaḥ,कर्ण-अर्बुदः,DISEASE,5,,,medium
ITA-5.64.16,,karṇa-arśaḥ,कर्ण-अर्शः,DISEASE,5,,,medium
ITA-5.64.17,,vātajakarṇarogaḥ/,वातजकर्णरोगः/,DISEASE,5,vata,,high
ITA-5.64.18,,pittajakarṇarogaḥ,पित्तजकर्णरोगः,DISEASE,5,pitta,,high
ITA-5.64.19,,kaphajakarṇarogaḥ,कफजकर्णरोगः,DISEASE,5,kapha,,high
ITA-5.64.20,,sannipātajakarṇarogaḥ/,सन्निपातजकर्णरोगः/,DISEASE,5,,,medium
ITA-5.64.21,,karṇapālirogaḥ,कर्णपालिरोगः,DISEASE,5,,,medium
ITA-5.64.22,,paripoṭakaḥ,परिपोटकः,DISEASE,5,,,medium
ITA-5.64.23,,utpātaḥ,उत्पातः,DISEASE,5,,,medium
ITA-5.64.24,,unmathakaḥ,उन्मथकः,DISEASE,5,,,medium
ITA-5.64.25,,duḥkhavardhanaḥ,दुःखवर्धनः,DISEASE,5,,,medium
ITA-5.64.26,Pustules on ear lobe,parilehī,परिलेही,DISEASE,5,,,medium
ITA-5.65.1,Disorders of nose,nāsārogaḥ,नासारोगः,DISEASE,5,,,medium
ITA-5.65.2,Chronic rhinitis,apīnasaḥ,अपीनसः,DISEASE,5,,,medium
ITA-5.65.3,Foul smell in nose,pūtīnāsā,पूतीनासा,DISEASE,5,,,medium
ITA-5.65.4,Suppurative,ghrāṇapākaḥ/ nāsāpākaḥ,घ्राणपाकः/ नासापाकः,DISEASE,5,,,medium
ITA-5.65.5,Purulent and sanguin,pūyaraktam/,पूयरक्तम/,DISEASE,5,,rakta,medium
ITA-5.65.6,Sneezing,kṣavathuḥ,क्षवथुः,DISEASE,5,,,medium
ITA-5.65.7,Sneezing due to,āgantukṣavathuḥ,आगन्तुक्षवथुः,DISEASE,5,,,medium
ITA-5.65.8,Thick saltish,bhraṃśathuḥ,भ्रंशथुः,DISEASE,5,,,medium
ITA-5.65.9,Burning sensation in,dīptaḥ,दीप्तः,DISEASE,5,,,medium
ITA-5.65.10,,pratīnāhaḥ,प्रतीनाहः,DISEASE,5,,,medium
ITA-5.65.11,,ghrāṇasrāvaḥ/,घ्राणस्रावः/,DISEASE,5,,,medium
ITA-5.65.12,,nāsāśoṣaḥ,नासाशोषः,DISEASE,5,,,medium
ITA-5.65.13,,pratiśyāyaḥ/ pīnasaḥ,प्रतिश्यायः/ पीनसः,DISEASE,5,,,medium
ITA-5.65.14,,vātajapratiśyāyaḥ,वातजप्रतिश्यायः,DISEASE,5,vata,,high
ITA-5.65.15,,pittaja-pratiśyāyaḥ,पित्तज-प्रतिश्यायः,DISEASE,5,pitta,,high
ITA-5.65.16,,kaphaja-pratiśyāyaḥ,कफज-प्रतिश्यायः,DISEASE,5,kapha,,high
ITA-5.65.17,,sannipātaja-pratiśyāyaḥ,सन्निपातज-प्रतिश्यायः,DISEASE,5,,,medium
ITA-5.65.18,,duṣṭapratiśyāyaḥ,दुष्टप्रतिश्यायः,DISEASE,5,,,medium
ITA-5.65.19,,raktaja-pratiśyāyaḥ,रक्तज-प्रतिश्यायः,DISEASE,5,,rakta,medium
ITA-5.65.20,,nāsārbudaḥ,नासार्बुदः,DISEASE,5,,,medium
ITA-5.65.21,,nāsārśaḥ,नासार्शः,DISEASE,5,,,medium
ITA-5.65.22,,vātajanāsārśaḥ,वातजनासार्शः,DISEASE,5,vata,,high
ITA-5.65.23,,pittajanāsārśaḥ,पित्तजनासार्शः,DISEASE,5,pitta,,high
ITA-5.65.24,,kaphajanāsārśaḥ,कफजनासार्शः,DISEASE,5,kapha,,high
ITA-5.65.25,,sannipātajanāsārśaḥ,सन्निपातजनासार्शः,DISEASE,5,,,medium
ITA-5.66.1,Eye disorders,netrarogaḥ,नेत्ररोगः,DISEASE,5,,,medium
ITA-5.66.2,Conjunctivitis,abhiṣyandaḥ,अभिष्यन्दः,DISEASE,5,,,medium
ITA-5.66.3,Conjunctivitis due to,vātābhiṣyandaḥ,वाताभिष्यन्दः,DISEASE,5,,,medium
ITA-5.66.4,Conjunctivitis due to,pittābhiṣyandaḥ,पित्ताभिष्यन्दः,DISEASE,5,,,medium
ITA-5.66.5,Conjunctivitis due to,kaphābhiṣyandaḥ,कफाभिष्यन्दः,DISEASE,5,,,medium
ITA-5.66.6,Conjunctivitis due to,raktābhiṣyandaḥ,रक्ताभिष्यन्दः,DISEASE,5,,,medium
ITA-5.66.7,Glaucoma,adhimanthaḥ,अधिमन्थः,DISEASE,5,,,medium
ITA-5.66.8,Glaucoma due to,vātaja-adhimanthaḥ,वातज-अधिमन्थः,DISEASE,5,vata,,high
ITA-5.66.9,Glaucoma due to,pittaja-adhimanthaḥ,पित्तज-अधिमन्थः,DISEASE,5,pitta,,high
ITA-5.66.10,,kaphaja-adhimanthaḥ,कफज-अधिमन्थः,DISEASE,5,kapha,,high
ITA-5.66.11,,raktaja-adhimanthaḥ,रक्तज-अधिमन्थः,DISEASE,5,,rakta,medium
ITA-5.66.12,,saśophapākaḥ,सशोफपाकः,DISEASE,5,,,medium
ITA-5.66.13,,aśophapākaḥ,अशोफपाकः,DISEASE,5,,,medium
ITA-5.66.14,,hatādhimanthaḥ,हताधिमन्थः,DISEASE,5,,,medium
ITA-5.66.15,,vātaparyāyaḥ,वातपर्यायः,DISEASE,5,vata,,high
ITA-5.66.16,,śuṣkākṣipākaḥ,शुष्काक्षिपाकः,DISEASE,5,,,medium
ITA-5.66.17,,anyatovātaḥ,अञतोवातः,DISEASE,5,vata,,medium
ITA-5.66.18,,amlādhyuṣitaḥ/ amloṣitaḥ,अम्लाध्युषितः/ अम्लोषितः,DISEASE,5,,,medium
ITA-5.66.19,,sirotpātaḥ/ śirotpātaḥ,सिरोत्पातः/ शिरोत्पातः,DISEASE,5,,,medium
ITA-5.66.20,,sirāpraharṣaḥ,सिराप्रहर्षः,DISEASE,5,,,medium
ITA-5.66.21,,savraṇaśukraḥ/,सव्रणशुक्रः/,DISEASE,5,,shukra,medium
ITA-5.66.22,,asādhya-savraṇaśukraḥ,असाध्य-सव्रणशुक्रः,DISEASE,5,,shukra,medium
ITA-5.66.23,,avraṇaśukraḥ,अव्रणशुक्रः,DISEASE,5,,shukra,medium
ITA-5.66.24,,akṣipākaḥ,अक्षिपाकः,DISEASE,5,,,medium
ITA-5.66.25,,ajakā,अजका,DISEASE,5,,,medium
ITA-5.66.26,,prathama-,प्रथम-,DISEASE,5,,,medium
ITA-5.66.27,,dvitīya-paṭalagatadoṣaḥ,द्वितीय-पटलगतदोषः,DISEASE,5,,,medium
ITA-5.66.28,,tṛtīyapaṭalagata-doṣaḥ,तृतीयपटलगत-दोषः,DISEASE,5,,,medium
ITA-5.66.29,,caturthapaṭalagata-doṣaḥ,चतुर्थपटलगत-दोषः,DISEASE,5,,,medium
ITA-5.66.30,,liṅganāśaḥ,लिंगनाशः,SYMPTOM,5,,,low
ITA-5.66.31,,vātika-liṅganāśaḥ,वातिक-लिंगनाशः,SYMPTOM,5,vata,,medium
ITA-5.66.32,,paittika-liṅganāśaḥ,पैत्तिक-लिंगनाशः,SYMPTOM,5,pitta,,medium
ITA-5.66.33,,ślaiṣmika-liṅganāśaḥ,श्लैष्मिक-लिंगनाशः,SYMPTOM,5,kapha,,medium
ITA-5.66.34,,raktaja-liṅganāśaḥ,रक्तज-लिंगनाशः,SYMPTOM,5,,rakta,low
ITA-5.66.35,,sānnipātika-liṅganāśaḥ,सान्निपातिक-लिंगनाशः,SYMPTOM,5,,,low
ITA-5.66.36,,parimlāyi-liṅganāśaḥ,परिम्लायि-लिंगनाशः,SYMPTOM,5,,,low
ITA-5.66.37,,abhighātaja-liṅganāśaḥ,अभिघातज-लिंगनाशः,SYMPTOM,5,,,low
ITA-5.66.38,,pittavidagdhadṛṣṭiḥ/,पित्तविदग्धदृष्टिः/,DISEASE,5,pitta,,high
ITA-5.66.39,,kaphavidagdhadṛṣṭiḥ/,कफविदग्धदृष्टिः/,DISEASE,5,kapha,,high
ITA-5.66.40,,dhūmadarśī/ dhūmaraḥ,धूमदर्शी/ धूमरः,DISEASE,5,,,medium
ITA-5.66.41,,hrasvajāḍyam,ह्रस्वजाड्यम,DISEASE,5,,,medium
ITA-5.66.42,,nakulāndhyam,नकुलान्ध्यम,DISEASE,5,,,medium
ITA-5.66.43,,gambhīrā-dṛṣṭiḥ,गम्भीरा-दृष्टिः,DISEASE,5,,,medium
ITA-5.66.44,,vidagdhāmlam,विदग्धाम्लम,DISEASE,5,,,medium
ITA-5.66.45,,nimittajanya-,निमित्तजञ-,DISEASE,5,,,medium
ITA-5.66.46,,animittajanya-,अनिमित्तजञ-,DISEASE,5,,,medium
ITA-5.66.47,,prastāryarma,प्रस्तार्यर्म,DISEASE,5,,,medium
ITA-5.66.48,,śuklārma,शुक्लार्म,DISEASE,5,,,medium
ITA-5.66.49,,lohitārma/ kṣatārma,लोहितार्म/ क्षतार्म,DISEASE,5,,,medium
ITA-5.66.50,,adhimāṃsajārma,अधिमांसजार्म,DISEASE,5,,mamsa,medium
ITA-5.66.51,,snāyvarma,स्नाय्वर्म,DISEASE,5,,,medium
ITA-5.66.52,,śuktiḥ,शुक्तिः,DISEASE,5,,,medium
ITA-5.66.53,,arjunaḥ,अर्जुनः,DISEASE,5,,,medium
ITA-5.66.54,,piṣṭakaḥ,पिष्टकः,DISEASE,5,,,medium
ITA-5.66.55,,sirājālaḥ,सिराजालः,DISEASE,5,,,medium
ITA-5.66.56,,sirājapiḍakā,सिराजपिडका,DISEASE,5,,,medium
ITA-5.66.57,,balāsakaḥ,बलासकः,DISEASE,5,,,medium
ITA-5.66.58,,pūyālasaḥ,पूयालसः,DISEASE,5,,,medium
ITA-5.66.59,,upanāhaḥ,उपनाहः,DISEASE,5,,,medium
ITA-5.66.60,,srāvaḥ,स्रावः,DISEASE,5,,,medium
ITA-5.66.61,,pūyasrāvaḥ/,पूयस्रावः/,DISEASE,5,,,medium
ITA-5.66.62,,śleṣmā-srāvaḥ,श्लेष्मा-स्रावः,DISEASE,5,kapha,,high
ITA-5.66.63,,rakta-srāvaḥ,रक्त-स्रावः,DISEASE,5,,rakta,medium
ITA-5.66.64,,pitta-srāvaḥ,पित्त-स्रावः,DISEASE,5,pitta,,high
ITA-5.66.65,,jala-srāvaḥ,जल-स्रावः,DISEASE,5,,,medium
ITA-5.66.66,,parvaṇikā,पर्वणिका,DISEASE,5,,,medium
ITA-5.66.67,,alajī,अलजी,DISEASE,5,,,medium
ITA-5.66.68,,kṛmigranthiḥ,कृमिग्रन्थिः,DISEASE,5,,,medium
ITA-5.66.69,,vartma-rogaḥ,वर्त्म-रोगः,DISEASE,5,,,medium
ITA-5.66.70,,utsaṅginī,उत्संगिनी,DISEASE,5,,,medium
ITA-5.66.71,,kumbhīkā,कुम्भीका,DISEASE,5,,,medium
ITA-5.66.72,,pothakī,पोथकी,DISEASE,5,,,medium
ITA-5.66.73,,vartmaśarkarā,वर्त्मशर्करा,DISEASE,5,,,medium
ITA-5.66.74,,arśovartma,अर्शोवर्त्म,DISEASE,5,,,medium
